;FIG;Weinstock
2116;FIG|691.12.PEG.296;BA890_RS11525
2117;FIG|691.12.PEG.2960;BA890_RS19205
2118;FIG|691.12.PEG.2961;BA890_RS19210
2119;FIG|691.12.PEG.2962;BA890_RS19215
2120;FIG|691.12.PEG.2963;BA890_RS19220
2121;FIG|691.12.PEG.2964;BA890_RS19225
2122;FIG|691.12.PEG.2965;BA890_RS19230
2123;FIG|691.12.PEG.2966;BA890_RS19235
2124;FIG|691.12.PEG.2967;BA890_RS19240
2125;FIG|691.12.PEG.2968;BA890_RS19245
2126;FIG|691.12.PEG.2969;BA890_RS19250
2127;FIG|691.12.PEG.297;BA890_RS11520
2128;FIG|691.12.PEG.2970;BA890_RS19255
2129;FIG|691.12.PEG.2971;BA890_RS19260
2130;FIG|691.12.PEG.2972;BA890_RS19265
2131;FIG|691.12.PEG.2973;BA890_RS19270
2132;FIG|691.12.PEG.2974;BA890_RS19275
2133;FIG|691.12.PEG.2975;BA890_RS19280
2134;FIG|691.12.PEG.2976;BA890_RS19285
2135;FIG|691.12.PEG.2977;BA890_RS19290
2136;FIG|691.12.PEG.2978;BA890_RS19295
2137;FIG|691.12.PEG.2979;BA890_RS19300
2138;FIG|691.12.PEG.298;BA890_RS11515
2139;FIG|691.12.PEG.2980;BA890_RS19305
2140;FIG|691.12.PEG.2981;BA890_RS19310
2141;FIG|691.12.PEG.2982;BA890_RS19320
2142;FIG|691.12.PEG.2983;BA890_RS19325
2143;FIG|691.12.PEG.2984;BA890_RS19330
2144;FIG|691.12.PEG.2985;BA890_RS19335
2145;FIG|691.12.PEG.2986;BA890_RS19340
2146;FIG|691.12.PEG.2987;BA890_RS19345
2147;FIG|691.12.PEG.2988;BA890_RS19350
2148;FIG|691.12.PEG.2989;BA890_RS19355
2149;FIG|691.12.PEG.299;BA890_RS11510
2150;FIG|691.12.PEG.2990;BA890_RS19360
2151;FIG|691.12.PEG.2991;BA890_RS19365
2152;FIG|691.12.PEG.2992;BA890_RS19370
2153;FIG|691.12.PEG.2993;BA890_RS19375
2154;FIG|691.12.PEG.2994;BA890_RS19380
2155;FIG|691.12.PEG.2995;BA890_RS19385
2156;FIG|691.12.PEG.2996;BA890_RS19390
2157;FIG|691.12.PEG.2997;BA890_RS19395
2158;FIG|691.12.PEG.2998;BA890_RS19400
2159;FIG|691.12.PEG.2999;BA890_RS19405
2160;FIG|691.12.PEG.3;BA890_RS14090
2161;FIG|691.12.PEG.300;BA890_RS11505
2162;FIG|691.12.PEG.3000;BA890_RS19410
2163;FIG|691.12.PEG.3001;BA890_RS19415
2164;FIG|691.12.PEG.3002;BA890_RS19420
2165;FIG|691.12.PEG.3003;BA890_RS19425
2166;FIG|691.12.PEG.3004;BA890_RS19430
2167;FIG|691.12.PEG.3005;BA890_RS19435
2168;FIG|691.12.PEG.3006;BA890_RS19440
2169;FIG|691.12.PEG.3007;BA890_RS19445
2170;FIG|691.12.PEG.3008;BA890_RS19450
2171;FIG|691.12.PEG.3009;BA890_RS19455
2172;FIG|691.12.PEG.301;BA890_RS11500
2173;FIG|691.12.PEG.3010;BA890_RS19460
2174;FIG|691.12.PEG.3011;BA890_RS19465
2175;FIG|691.12.PEG.3012;BA890_RS19470
2176;FIG|691.12.PEG.3013;BA890_RS19475
2177;FIG|691.12.PEG.3014;BA890_RS19480
2178;FIG|691.12.PEG.3015;BA890_RS19485
2179;FIG|691.12.PEG.3016;BA890_RS19490
2180;FIG|691.12.PEG.3017;BA890_RS19495
2181;FIG|691.12.PEG.3018;BA890_RS19500
2182;FIG|691.12.PEG.3019;BA890_RS19505
2183;FIG|691.12.PEG.302;BA890_RS11495
2184;FIG|691.12.PEG.3020;BA890_RS19510
2185;FIG|691.12.PEG.3021;BA890_RS19515
2186;FIG|691.12.PEG.3022;BA890_RS19520
2187;FIG|691.12.PEG.3023;BA890_RS19525
2188;FIG|691.12.PEG.3024;BA890_RS19530
2189;FIG|691.12.PEG.3025;BA890_RS19535
2190;FIG|691.12.PEG.3026;BA890_RS19540
2191;FIG|691.12.PEG.3027;BA890_RS19545
2192;FIG|691.12.PEG.3028;BA890_RS19550
2193;FIG|691.12.PEG.3029;BA890_RS19555
2194;FIG|691.12.PEG.303;BA890_RS11490
2195;FIG|691.12.PEG.3030;BA890_RS19560
2196;FIG|691.12.PEG.3031;BA890_RS19565
2197;FIG|691.12.PEG.3032;BA890_RS19570
2198;FIG|691.12.PEG.3033;BA890_RS19575
2199;FIG|691.12.PEG.3034;BA890_RS19580
2200;FIG|691.12.PEG.3036;BA890_RS19585
2201;FIG|691.12.PEG.3037;BA890_RS19590
2202;FIG|691.12.PEG.3038;BA890_RS19595
2203;FIG|691.12.PEG.3039;BA890_RS19600
2204;FIG|691.12.PEG.304;BA890_RS11480
2205;FIG|691.12.PEG.3040;BA890_RS19605
2206;FIG|691.12.PEG.3041;BA890_RS19610
2207;FIG|691.12.PEG.3042;BA890_RS19615
2208;FIG|691.12.PEG.3043;BA890_RS19620
2209;FIG|691.12.PEG.3044;BA890_RS19625
2210;FIG|691.12.PEG.3045;BA890_RS19630
2211;FIG|691.12.PEG.3046;BA890_RS19635
2212;FIG|691.12.PEG.3047;BA890_RS19640
2213;FIG|691.12.PEG.3048;BA890_RS19645
2214;FIG|691.12.PEG.3049;BA890_RS19650
2215;FIG|691.12.PEG.305;BA890_RS11475
2216;FIG|691.12.PEG.3050;BA890_RS19655
2217;FIG|691.12.PEG.3051;BA890_RS19660
2218;FIG|691.12.PEG.3053;BA890_RS19665
2219;FIG|691.12.PEG.3054;BA890_RS19670
2220;FIG|691.12.PEG.3055;BA890_RS19675
2221;FIG|691.12.PEG.3056;BA890_RS19680
2222;FIG|691.12.PEG.3057;BA890_RS19685
2223;FIG|691.12.PEG.3059;BA890_RS19690
2224;FIG|691.12.PEG.3060;BA890_RS19695
2225;FIG|691.12.PEG.3061;BA890_RS19700
2226;FIG|691.12.PEG.3062;BA890_RS19705
2227;FIG|691.12.PEG.3064;BA890_RS19710
2228;FIG|691.12.PEG.3065;BA890_RS19715
2229;FIG|691.12.PEG.3066;BA890_RS19720
2230;FIG|691.12.PEG.3067;BA890_RS19725
2231;FIG|691.12.PEG.3068;BA890_RS19730
2232;FIG|691.12.PEG.3069;BA890_RS19735
2233;FIG|691.12.PEG.307;BA890_RS11470
2234;FIG|691.12.PEG.3071;BA890_RS19740
2235;FIG|691.12.PEG.3072;BA890_RS19745
2236;FIG|691.12.PEG.3073;BA890_RS19750
2237;FIG|691.12.PEG.3074;BA890_RS19755
2238;FIG|691.12.PEG.3075;BA890_RS19760
2239;FIG|691.12.PEG.3076;BA890_RS19765
2240;FIG|691.12.PEG.3077;BA890_RS19770
2241;FIG|691.12.PEG.3078;BA890_RS19775
2242;FIG|691.12.PEG.3079;BA890_RS19780
2243;FIG|691.12.PEG.308;BA890_RS11465
2244;FIG|691.12.PEG.3080;BA890_RS19785
2245;FIG|691.12.PEG.3081;BA890_RS19790
2246;FIG|691.12.PEG.3082;BA890_RS19795
2247;FIG|691.12.PEG.3083;BA890_RS19800
2248;FIG|691.12.PEG.3084;BA890_RS19805
2249;FIG|691.12.PEG.3085;BA890_RS19810
2250;FIG|691.12.PEG.3086;BA890_RS19815
2251;FIG|691.12.PEG.3087;BA890_RS19820
2252;FIG|691.12.PEG.3088;BA890_RS19825
2253;FIG|691.12.PEG.3089;BA890_RS19830
2254;FIG|691.12.PEG.309;BA890_RS11460
2255;FIG|691.12.PEG.3090;BA890_RS19835
2256;FIG|691.12.PEG.3091;BA890_RS19840
2257;FIG|691.12.PEG.3092;BA890_RS19845
2258;FIG|691.12.PEG.3093;BA890_RS19850
2259;FIG|691.12.PEG.3094;BA890_RS19855
2260;FIG|691.12.PEG.3095;BA890_RS19860
2261;FIG|691.12.PEG.3096;BA890_RS19865
2262;FIG|691.12.PEG.3097;BA890_RS19870
2263;FIG|691.12.PEG.3098;BA890_RS19875
2264;FIG|691.12.PEG.31;BA890_RS13020
2265;FIG|691.12.PEG.310;BA890_RS11455
2266;FIG|691.12.PEG.3100;BA890_RS19880
2267;FIG|691.12.PEG.3101;BA890_RS19885
2268;FIG|691.12.PEG.3102;BA890_RS19890
2269;FIG|691.12.PEG.3103;BA890_RS19895
2270;FIG|691.12.PEG.3104;BA890_RS19900
2271;FIG|691.12.PEG.3105;BA890_RS19905
2272;FIG|691.12.PEG.3106;BA890_RS19910
2273;FIG|691.12.PEG.3107;BA890_RS19915
2274;FIG|691.12.PEG.3108;BA890_RS19920
2275;FIG|691.12.PEG.3109;BA890_RS19925
2276;FIG|691.12.PEG.311;BA890_RS11450
2277;FIG|691.12.PEG.3110;BA890_RS19930
2278;FIG|691.12.PEG.3111;BA890_RS19935
2279;FIG|691.12.PEG.3112;BA890_RS19940
2280;FIG|691.12.PEG.3113;BA890_RS19945
2281;FIG|691.12.PEG.3114;BA890_RS19950
2282;FIG|691.12.PEG.3115;BA890_RS19955
2283;FIG|691.12.PEG.3116;BA890_RS19960
2284;FIG|691.12.PEG.3117;BA890_RS19965
2285;FIG|691.12.PEG.3118;BA890_RS19970
2286;FIG|691.12.PEG.3119;BA890_RS19975
2287;FIG|691.12.PEG.312;BA890_RS11445
2288;FIG|691.12.PEG.3120;BA890_RS19980
2289;FIG|691.12.PEG.3121;BA890_RS19985
2290;FIG|691.12.PEG.3122;BA890_RS19990
2291;FIG|691.12.PEG.3123;BA890_RS19995
2292;FIG|691.12.PEG.3124;BA890_RS20000
2293;FIG|691.12.PEG.3125;BA890_RS20005
2294;FIG|691.12.PEG.3126;BA890_RS20010
2295;FIG|691.12.PEG.3127;BA890_RS20015
2296;FIG|691.12.PEG.3128;BA890_RS20020
2297;FIG|691.12.PEG.3129;BA890_RS20025
2298;FIG|691.12.PEG.313;BA890_RS11440
2299;FIG|691.12.PEG.3130;BA890_RS20030
2300;FIG|691.12.PEG.3131;BA890_RS20035
2301;FIG|691.12.PEG.3132;BA890_RS20045
2302;FIG|691.12.PEG.3133;BA890_RS20050
2303;FIG|691.12.PEG.3134;BA890_RS20055
2304;FIG|691.12.PEG.3135;BA890_RS20060
2305;FIG|691.12.PEG.3136;BA890_RS20065
2306;FIG|691.12.PEG.3137;BA890_RS20070
2307;FIG|691.12.PEG.3138;BA890_RS20075
2308;FIG|691.12.PEG.3139;BA890_RS20080
2309;FIG|691.12.PEG.314;BA890_RS11435
2310;FIG|691.12.PEG.3140;BA890_RS20085
2311;FIG|691.12.PEG.3141;BA890_RS20090
2312;FIG|691.12.PEG.3142;BA890_RS20095
2313;FIG|691.12.PEG.3143;BA890_RS20100
2314;FIG|691.12.PEG.3145;BA890_RS20105
2315;FIG|691.12.PEG.3146;BA890_RS20110
2316;FIG|691.12.PEG.3147;BA890_RS20115
2317;FIG|691.12.PEG.3148;BA890_RS20120
2318;FIG|691.12.PEG.3149;BA890_RS20125
2319;FIG|691.12.PEG.315;BA890_RS11430
2320;FIG|691.12.PEG.3150;BA890_RS20130
2321;FIG|691.12.PEG.3151;BA890_RS20135
2322;FIG|691.12.PEG.3152;BA890_RS20140
2323;FIG|691.12.PEG.3153;BA890_RS20145
2324;FIG|691.12.PEG.3154;BA890_RS20150
2325;FIG|691.12.PEG.3155;BA890_RS20155
2326;FIG|691.12.PEG.3156;BA890_RS20160
2327;FIG|691.12.PEG.3157;BA890_RS20165
2328;FIG|691.12.PEG.3158;BA890_RS20170
2329;FIG|691.12.PEG.3159;BA890_RS20175
2330;FIG|691.12.PEG.316;BA890_RS11425
2331;FIG|691.12.PEG.3160;BA890_RS20180
2332;FIG|691.12.PEG.3161;BA890_RS20185
2333;FIG|691.12.PEG.3162;BA890_RS20190
2334;FIG|691.12.PEG.3163;BA890_RS20195
2335;FIG|691.12.PEG.3164;BA890_RS20200
2336;FIG|691.12.PEG.3165;BA890_RS20205
2337;FIG|691.12.PEG.3166;BA890_RS20210
2338;FIG|691.12.PEG.3167;BA890_RS20215
2339;FIG|691.12.PEG.3168;BA890_RS20220
2340;FIG|691.12.PEG.3169;BA890_RS20225
2341;FIG|691.12.PEG.317;BA890_RS11420
2342;FIG|691.12.PEG.3170;BA890_RS20230
2343;FIG|691.12.PEG.3171;BA890_RS20235
2344;FIG|691.12.PEG.3172;BA890_RS20240
2345;FIG|691.12.PEG.3173;BA890_RS20245
2346;FIG|691.12.PEG.3174;BA890_RS20250
2347;FIG|691.12.PEG.3175;BA890_RS20260
2348;FIG|691.12.PEG.3176;BA890_RS20265
2349;FIG|691.12.PEG.3177;BA890_RS20270
2350;FIG|691.12.PEG.3178;BA890_RS20275
2351;FIG|691.12.PEG.3179;BA890_RS20280
2352;FIG|691.12.PEG.318;BA890_RS11415
2353;FIG|691.12.PEG.3180;BA890_RS20285
2354;FIG|691.12.PEG.3183;BA890_RS20290
2355;FIG|691.12.PEG.3184;BA890_RS20295
2356;FIG|691.12.PEG.3185;BA890_RS20300
2357;FIG|691.12.PEG.3186;BA890_RS20305
2358;FIG|691.12.PEG.3187;BA890_RS20310
2359;FIG|691.12.PEG.3188;BA890_RS20315
2360;FIG|691.12.PEG.3189;BA890_RS20320
2361;FIG|691.12.PEG.319;BA890_RS11410
2362;FIG|691.12.PEG.3190;BA890_RS20325
2363;FIG|691.12.PEG.3191;BA890_RS20330
2364;FIG|691.12.PEG.3192;BA890_RS20335
2365;FIG|691.12.PEG.3193;BA890_RS20340
2366;FIG|691.12.PEG.3194;BA890_RS20345
2367;FIG|691.12.PEG.3195;BA890_RS20350
2368;FIG|691.12.PEG.3196;BA890_RS20355
2369;FIG|691.12.PEG.3197;BA890_RS20360
2370;FIG|691.12.PEG.3198;BA890_RS20365
2371;FIG|691.12.PEG.3199;BA890_RS20370
2372;FIG|691.12.PEG.32;BA890_RS13015
2373;FIG|691.12.PEG.320;BA890_RS11405
2374;FIG|691.12.PEG.3200;BA890_RS20375
2375;FIG|691.12.PEG.3201;BA890_RS20380
2376;FIG|691.12.PEG.3202;BA890_RS20385
2377;FIG|691.12.PEG.3203;BA890_RS20390
2378;FIG|691.12.PEG.3204;BA890_RS20395
2379;FIG|691.12.PEG.3205;BA890_RS20400
2380;FIG|691.12.PEG.3206;BA890_RS20405
2381;FIG|691.12.PEG.3207;BA890_RS20410
2382;FIG|691.12.PEG.3208;BA890_RS20415
2383;FIG|691.12.PEG.3209;BA890_RS20420
2384;FIG|691.12.PEG.321;BA890_RS11395
2385;FIG|691.12.PEG.3210;BA890_RS20425
2386;FIG|691.12.PEG.3211;BA890_RS20430
2387;FIG|691.12.PEG.3212;BA890_RS20435
2388;FIG|691.12.PEG.3213;BA890_RS20440
2389;FIG|691.12.PEG.3214;BA890_RS20445
2390;FIG|691.12.PEG.3215;BA890_RS20450
2391;FIG|691.12.PEG.3216;BA890_RS20455
2392;FIG|691.12.PEG.3217;BA890_RS20460
2393;FIG|691.12.PEG.3218;BA890_RS20465
2394;FIG|691.12.PEG.3219;BA890_RS20470
2395;FIG|691.12.PEG.322;BA890_RS11390
2396;FIG|691.12.PEG.3220;BA890_RS20475
2397;FIG|691.12.PEG.3222;BA890_RS20480
2398;FIG|691.12.PEG.3223;BA890_RS20485
2399;FIG|691.12.PEG.3224;BA890_RS20490
2400;FIG|691.12.PEG.3225;BA890_RS20495
2401;FIG|691.12.PEG.3226;BA890_RS20500
2402;FIG|691.12.PEG.3227;BA890_RS20505
2403;FIG|691.12.PEG.3228;BA890_RS20510
2404;FIG|691.12.PEG.3229;BA890_RS20515
2405;FIG|691.12.PEG.323;BA890_RS11385
2406;FIG|691.12.PEG.3230;BA890_RS20520
2407;FIG|691.12.PEG.3231;BA890_RS20525
2408;FIG|691.12.PEG.3232;BA890_RS20530
2409;FIG|691.12.PEG.3233;BA890_RS20535
2410;FIG|691.12.PEG.3234;BA890_RS20540
2411;FIG|691.12.PEG.3235;BA890_RS20545
2412;FIG|691.12.PEG.3236;BA890_RS20550
2413;FIG|691.12.PEG.3237;BA890_RS20555
2414;FIG|691.12.PEG.3238;BA890_RS20560
2415;FIG|691.12.PEG.3239;BA890_RS20565
2416;FIG|691.12.PEG.324;BA890_RS11380
2417;FIG|691.12.PEG.3240;BA890_RS20570
2418;FIG|691.12.PEG.3241;BA890_RS20615
2419;FIG|691.12.PEG.3242;BA890_RS20620
2420;FIG|691.12.PEG.3243;BA890_RS20625
2421;FIG|691.12.PEG.3244;BA890_RS20630
2422;FIG|691.12.PEG.3245;BA890_RS20635
2423;FIG|691.12.PEG.3246;BA890_RS20640
2424;FIG|691.12.PEG.3247;BA890_RS20645
2425;FIG|691.12.PEG.3248;BA890_RS20650
2426;FIG|691.12.PEG.3249;BA890_RS20655
2427;FIG|691.12.PEG.325;BA890_RS11375
2428;FIG|691.12.PEG.3250;BA890_RS20660
2429;FIG|691.12.PEG.3251;BA890_RS20665
2430;FIG|691.12.PEG.3252;BA890_RS20670
2431;FIG|691.12.PEG.3253;BA890_RS20675
2432;FIG|691.12.PEG.3254;BA890_RS20680
2433;FIG|691.12.PEG.3255;BA890_RS20685
2434;FIG|691.12.PEG.3256;BA890_RS20690
2435;FIG|691.12.PEG.3257;BA890_RS20695
2436;FIG|691.12.PEG.3258;BA890_RS20700
2437;FIG|691.12.PEG.3259;BA890_RS20705
2438;FIG|691.12.PEG.326;BA890_RS11370
2439;FIG|691.12.PEG.3260;BA890_RS20710
2440;FIG|691.12.PEG.3261;BA890_RS20715
2441;FIG|691.12.PEG.3262;BA890_RS20720
2442;FIG|691.12.PEG.3263;BA890_RS20725
2443;FIG|691.12.PEG.3264;BA890_RS20730
2444;FIG|691.12.PEG.3265;BA890_RS20735
2445;FIG|691.12.PEG.3266;BA890_RS20745
2446;FIG|691.12.PEG.3267;BA890_RS20750
2447;FIG|691.12.PEG.3268;BA890_RS20755
2448;FIG|691.12.PEG.3269;BA890_RS20760
2449;FIG|691.12.PEG.327;BA890_RS11365
2450;FIG|691.12.PEG.3271;BA890_RS20765
2451;FIG|691.12.PEG.3272;BA890_RS20770
2452;FIG|691.12.PEG.3273;BA890_RS20780
2453;FIG|691.12.PEG.3274;BA890_RS20785
2454;FIG|691.12.PEG.3275;BA890_RS20790
2455;FIG|691.12.PEG.3276;BA890_RS20795
2456;FIG|691.12.PEG.3277;BA890_RS20800
2457;FIG|691.12.PEG.3278;BA890_RS20805
2458;FIG|691.12.PEG.3279;BA890_RS20810
2459;FIG|691.12.PEG.3280;BA890_RS20815
2460;FIG|691.12.PEG.3281;BA890_RS20820
2461;FIG|691.12.PEG.3282;BA890_RS20825
2462;FIG|691.12.PEG.3283;BA890_RS20830
2463;FIG|691.12.PEG.3284;BA890_RS20835
2464;FIG|691.12.PEG.3285;BA890_RS20840
2465;FIG|691.12.PEG.3287;BA890_RS20845
2466;FIG|691.12.PEG.3288;BA890_RS20850
2467;FIG|691.12.PEG.3289;BA890_RS20855
2468;FIG|691.12.PEG.3290;BA890_RS20860
2469;FIG|691.12.PEG.3291;BA890_RS20865
2470;FIG|691.12.PEG.3292;BA890_RS20870
2471;FIG|691.12.PEG.3293;BA890_RS20875
2472;FIG|691.12.PEG.3294;BA890_RS20880
2473;FIG|691.12.PEG.3295;BA890_RS20885
2474;FIG|691.12.PEG.3296;BA890_RS20890
2475;FIG|691.12.PEG.3297;BA890_RS20895
2476;FIG|691.12.PEG.3298;BA890_RS20900
2477;FIG|691.12.PEG.3299;BA890_RS20905
2478;FIG|691.12.PEG.33;BA890_RS13010
2479;FIG|691.12.PEG.330;BA890_RS11360
2480;FIG|691.12.PEG.3300;BA890_RS20910
2481;FIG|691.12.PEG.3301;BA890_RS20915
2482;FIG|691.12.PEG.3302;BA890_RS20920
2483;FIG|691.12.PEG.3303;BA890_RS20925
2484;FIG|691.12.PEG.3304;BA890_RS20930
2485;FIG|691.12.PEG.3305;BA890_RS20935
2486;FIG|691.12.PEG.3306;BA890_RS20940
2487;FIG|691.12.PEG.3307;BA890_RS20945
2488;FIG|691.12.PEG.3308;BA890_RS20950
2489;FIG|691.12.PEG.3309;BA890_RS20955
2490;FIG|691.12.PEG.331;BA890_RS11355
2491;FIG|691.12.PEG.3310;BA890_RS20960
2492;FIG|691.12.PEG.3311;BA890_RS20965
2493;FIG|691.12.PEG.3312;BA890_RS20970
2494;FIG|691.12.PEG.3313;BA890_RS20975
2495;FIG|691.12.PEG.3314;BA890_RS20980
2496;FIG|691.12.PEG.3315;BA890_RS20985
2497;FIG|691.12.PEG.3316;BA890_RS20990
2498;FIG|691.12.PEG.3317;BA890_RS20995
2499;FIG|691.12.PEG.3318;BA890_RS21000
2500;FIG|691.12.PEG.3319;BA890_RS21005
2501;FIG|691.12.PEG.332;BA890_RS11350
2502;FIG|691.12.PEG.3320;BA890_RS21010
2503;FIG|691.12.PEG.3322;BA890_RS21015
2504;FIG|691.12.PEG.3323;BA890_RS21020
2505;FIG|691.12.PEG.3324;BA890_RS21025
2506;FIG|691.12.PEG.3325;BA890_RS21030
2507;FIG|691.12.PEG.3326;BA890_RS21035
2508;FIG|691.12.PEG.3327;BA890_RS21040
2509;FIG|691.12.PEG.3328;BA890_RS21045
2510;FIG|691.12.PEG.3329;BA890_RS21050
2511;FIG|691.12.PEG.333;BA890_RS11345
2512;FIG|691.12.PEG.3330;BA890_RS21055
2513;FIG|691.12.PEG.3331;BA890_RS21060
2514;FIG|691.12.PEG.3332;BA890_RS21065
2515;FIG|691.12.PEG.3333;BA890_RS21070
2516;FIG|691.12.PEG.3334;BA890_RS21075
2517;FIG|691.12.PEG.3335;BA890_RS21080
2518;FIG|691.12.PEG.3336;BA890_RS21085
2519;FIG|691.12.PEG.3337;BA890_RS21090
2520;FIG|691.12.PEG.3338;BA890_RS21095
2521;FIG|691.12.PEG.3339;BA890_RS21100
2522;FIG|691.12.PEG.334;BA890_RS11340
2523;FIG|691.12.PEG.3340;BA890_RS21105
2524;FIG|691.12.PEG.3341;BA890_RS21110
2525;FIG|691.12.PEG.3342;BA890_RS21115
2526;FIG|691.12.PEG.3343;BA890_RS21120
2527;FIG|691.12.PEG.3344;BA890_RS21125
2528;FIG|691.12.PEG.3345;BA890_RS21130
2529;FIG|691.12.PEG.3346;BA890_RS21135
2530;FIG|691.12.PEG.3347;BA890_RS21140
2531;FIG|691.12.PEG.3348;BA890_RS21145
2532;FIG|691.12.PEG.3349;BA890_RS21150
2533;FIG|691.12.PEG.335;BA890_RS11335
2534;FIG|691.12.PEG.3350;BA890_RS21155
2535;FIG|691.12.PEG.3351;BA890_RS21160
2536;FIG|691.12.PEG.3352;BA890_RS21165
2537;FIG|691.12.PEG.3353;BA890_RS21170
2538;FIG|691.12.PEG.3354;BA890_RS21175
2539;FIG|691.12.PEG.3355;BA890_RS21180
2540;FIG|691.12.PEG.3356;BA890_RS21185
2541;FIG|691.12.PEG.3357;BA890_RS21190
2542;FIG|691.12.PEG.3358;BA890_RS21195
2543;FIG|691.12.PEG.3359;BA890_RS21200
2544;FIG|691.12.PEG.336;BA890_RS11330
2545;FIG|691.12.PEG.3360;BA890_RS21205
2546;FIG|691.12.PEG.3361;BA890_RS21210
2547;FIG|691.12.PEG.3362;BA890_RS21215
2548;FIG|691.12.PEG.3363;BA890_RS21220
2549;FIG|691.12.PEG.3364;BA890_RS21225
2550;FIG|691.12.PEG.3365;BA890_RS21230
2551;FIG|691.12.PEG.3366;BA890_RS21235
2552;FIG|691.12.PEG.3367;BA890_RS21240
2553;FIG|691.12.PEG.3368;BA890_RS21245
2554;FIG|691.12.PEG.3369;BA890_RS21250
2555;FIG|691.12.PEG.337;BA890_RS11325
2556;FIG|691.12.PEG.3370;BA890_RS21255
2557;FIG|691.12.PEG.3371;BA890_RS21260
2558;FIG|691.12.PEG.3372;BA890_RS23625
2559;FIG|691.12.PEG.3373;BA890_RS21270
2560;FIG|691.12.PEG.3374;BA890_RS21275
2561;FIG|691.12.PEG.3375;BA890_RS21280
2562;FIG|691.12.PEG.3376;BA890_RS21285
2563;FIG|691.12.PEG.3377;BA890_RS21290
2564;FIG|691.12.PEG.3378;BA890_RS21295
2565;FIG|691.12.PEG.3379;BA890_RS21300
2566;FIG|691.12.PEG.338;BA890_RS11320
2567;FIG|691.12.PEG.3380;BA890_RS21305
2568;FIG|691.12.PEG.3381;BA890_RS21310
2569;FIG|691.12.PEG.3382;BA890_RS21315
2570;FIG|691.12.PEG.3383;BA890_RS21320
2571;FIG|691.12.PEG.3384;BA890_RS21325
2572;FIG|691.12.PEG.3385;BA890_RS21330
2573;FIG|691.12.PEG.3386;BA890_RS21335
2574;FIG|691.12.PEG.3387;BA890_RS21340
2575;FIG|691.12.PEG.3388;BA890_RS21345
2576;FIG|691.12.PEG.3389;BA890_RS21350
2577;FIG|691.12.PEG.3390;BA890_RS21355
2578;FIG|691.12.PEG.3391;BA890_RS21360
2579;FIG|691.12.PEG.3392;BA890_RS21365
2580;FIG|691.12.PEG.3393;BA890_RS21370
2581;FIG|691.12.PEG.3394;BA890_RS21375
2582;FIG|691.12.PEG.3395;BA890_RS21380
2583;FIG|691.12.PEG.3396;BA890_RS21385
2584;FIG|691.12.PEG.3397;BA890_RS21390
2585;FIG|691.12.PEG.3398;BA890_RS21395
2586;FIG|691.12.PEG.3399;BA890_RS21400
2587;FIG|691.12.PEG.34;BA890_RS13005
2588;FIG|691.12.PEG.340;BA890_RS11315
2589;FIG|691.12.PEG.3400;BA890_RS21405
2590;FIG|691.12.PEG.3401;BA890_RS21410
2591;FIG|691.12.PEG.3402;BA890_RS21415
2592;FIG|691.12.PEG.3403;BA890_RS21420
2593;FIG|691.12.PEG.3404;BA890_RS21425
2594;FIG|691.12.PEG.3405;BA890_RS21430
2595;FIG|691.12.PEG.3406;BA890_RS21435
2596;FIG|691.12.PEG.3407;BA890_RS21440
2597;FIG|691.12.PEG.3408;BA890_RS21445
2598;FIG|691.12.PEG.3409;BA890_RS21450
2599;FIG|691.12.PEG.341;BA890_RS11310
2600;FIG|691.12.PEG.3410;BA890_RS21455
2601;FIG|691.12.PEG.3411;BA890_RS21460
2602;FIG|691.12.PEG.3412;BA890_RS21465
2603;FIG|691.12.PEG.3413;BA890_RS21470
2604;FIG|691.12.PEG.3414;BA890_RS21475
2605;FIG|691.12.PEG.3415;BA890_RS21480
2606;FIG|691.12.PEG.3416;BA890_RS21485
2607;FIG|691.12.PEG.3417;BA890_RS21490
2608;FIG|691.12.PEG.3418;BA890_RS21495
2609;FIG|691.12.PEG.3419;BA890_RS21500
2610;FIG|691.12.PEG.342;BA890_RS11305
2611;FIG|691.12.PEG.3420;BA890_RS21505
2612;FIG|691.12.PEG.3421;BA890_RS21510
2613;FIG|691.12.PEG.3422;BA890_RS21515
2614;FIG|691.12.PEG.3423;BA890_RS21520
2615;FIG|691.12.PEG.3424;BA890_RS21525
2616;FIG|691.12.PEG.3425;BA890_RS21530
2617;FIG|691.12.PEG.3427;BA890_RS21535
2618;FIG|691.12.PEG.3428;BA890_RS21540
2619;FIG|691.12.PEG.3429;BA890_RS21545
2620;FIG|691.12.PEG.343;BA890_RS11300
2621;FIG|691.12.PEG.3430;BA890_RS21550
2622;FIG|691.12.PEG.3431;BA890_RS21555
2623;FIG|691.12.PEG.3432;BA890_RS21560
2624;FIG|691.12.PEG.3433;BA890_RS21565
2625;FIG|691.12.PEG.3434;BA890_RS21570
2626;FIG|691.12.PEG.3435;BA890_RS21575
2627;FIG|691.12.PEG.3436;BA890_RS21580
2628;FIG|691.12.PEG.3437;BA890_RS21585
2629;FIG|691.12.PEG.3438;BA890_RS21590
2630;FIG|691.12.PEG.3439;BA890_RS21595
2631;FIG|691.12.PEG.344;BA890_RS11295
2632;FIG|691.12.PEG.3440;BA890_RS21600
2633;FIG|691.12.PEG.3441;BA890_RS21605
2634;FIG|691.12.PEG.3442;BA890_RS21610
