,FIG,NCBI_protein_ID,NCBI_chr,NCBI_locus,NCBI_protein_desc,NCBI_location
237,FIG|691.12.PEG.244,ALR14708.1,CP009977.1,PN96_01480,phosphomutase,complement(300643..302055)
238,FIG|691.12.PEG.245,ALR14709.1,CP009977.1,PN96_01485,"N,N'-diacetylchitobiose phosphorylase",complement(302177..304585)
239,FIG|691.12.PEG.246,ALR14710.1,CP009977.1,PN96_01490,beta-hexosaminidase,complement(304669..306588)
240,FIG|691.12.PEG.247,ALR14711.1,CP009977.1,PN96_01495,N-acetylglucosamine kinase,complement(306591..307487)
241,FIG|691.12.PEG.248,ALR14712.1,CP009977.1,PN96_01500,chitobiase,complement(307492..309213)
242,FIG|691.12.PEG.249,ALR14713.1,CP009977.1,PN96_01505,chemotaxis protein,complement(309276..310271)
243,FIG|691.12.PEG.250,ALR14714.1,CP009977.1,PN96_01510,sugar ABC transporter ATP-binding protein,complement(310320..311303)
244,FIG|691.12.PEG.251,ALR14715.1,CP009977.1,PN96_01515,peptide ABC transporter permease,complement(311306..312331)
245,FIG|691.12.PEG.252,ALR14716.1,CP009977.1,PN96_01520,peptide ABC transporter permease,complement(312334..313320)
246,FIG|691.12.PEG.253,ALR14717.1,CP009977.1,PN96_01525,peptide ABC transporter substrate-binding protein,complement(313492..315174)
247,FIG|691.12.PEG.254,ALR14718.1,CP009977.1,PN96_01530,histidine kinase,complement(316050..319436)
248,FIG|691.12.PEG.255,ALR14720.1,CP009977.1,PN96_01540,16S rRNA methyltransferase,complement(319663..320688)
249,FIG|691.12.PEG.256,ALR14721.1,CP009977.1,PN96_01545,permease,complement(320765..321850)
250,FIG|691.12.PEG.258,ALR14722.1,CP009977.1,PN96_01550,glutamate-1-semialdehyde aminotransferase,complement(322190..323485)
251,FIG|691.12.PEG.259,ALR14723.1,CP009977.1,PN96_01555,iron-sulfur cluster insertion protein ErpA,323728..324069
252,FIG|691.12.PEG.260,ALR14724.1,CP009977.1,PN96_01560,hemolysin D,324276..325358
253,FIG|691.12.PEG.261,ALR14725.1,CP009977.1,PN96_01565,acriflavin resistance protein,325370..328486
254,FIG|691.12.PEG.262,ALR17178.1,CP009977.1,PN96_01570,peptidase M23,complement(328513..329802)
255,FIG|691.12.PEG.263,ALR14726.1,CP009977.1,PN96_01575,tyrosine--tRNA ligase,329932..331119
256,FIG|691.12.PEG.264,ALR14727.1,CP009977.1,PN96_01580,Mg2+ transporter mgtE,331542..332387
257,FIG|691.12.PEG.265,ALR14728.1,CP009977.1,PN96_01585,D-alanyl-D-alanine carboxypeptidase,complement(332366..333787)
258,FIG|691.12.PEG.266,ALR14729.1,CP009977.1,PN96_01590,membrane protein,complement(333982..335001)
259,FIG|691.12.PEG.267,ALR14730.1,CP009977.1,PN96_01595,transcription elongation factor GreA,335537..336010
260,FIG|691.12.PEG.268,ALR14731.1,CP009977.1,PN96_01600,RNA-binding protein YhbY,complement(336087..336383)
261,FIG|691.12.PEG.269,ALR14732.1,CP009977.1,PN96_01605,23S rRNA methyltransferase,336522..337151
262,FIG|691.12.PEG.270,ALR14733.1,CP009977.1,PN96_01610,ATP-dependent metalloprotease,337260..339239
263,FIG|691.12.PEG.271,ALR14734.1,CP009977.1,PN96_01615,dihydropteroate synthase,339292..340125
264,FIG|691.12.PEG.272,ALR14735.1,CP009977.1,PN96_01620,phosphoglucosamine mutase,340146..341486
265,FIG|691.12.PEG.273,ALR14736.1,CP009977.1,PN96_01625,preprotein translocase subunit SecG,341713..342051
266,FIG|691.12.PEG.274,ALR14737.1,CP009977.1,PN96_01640,ribosome maturation protein RimP,342511..342966
267,FIG|691.12.PEG.275,ALR14738.1,CP009977.1,PN96_01645,transcription elongation factor NusA,343003..344490
268,FIG|691.12.PEG.276,ALR14739.1,CP009977.1,PN96_01650,translation initiation factor IF-2,344511..347225
269,FIG|691.12.PEG.277,ALR14740.1,CP009977.1,PN96_01655,ribosome-binding factor A,347340..347735
270,FIG|691.12.PEG.278,ALR14741.1,CP009977.1,PN96_01660,tRNA pseudouridine synthase B,347735..348679
271,FIG|691.12.PEG.279,ALR14742.1,CP009977.1,PN96_01665,30S ribosomal protein S15,348828..349097
272,FIG|691.12.PEG.280,ALR14743.1,CP009977.1,PN96_01670,polynucleotide phosphorylase/polyadenylase,349431..351566
273,FIG|691.12.PEG.281,ALR14744.1,CP009977.1,PN96_01675,lipoprotein NlpI,351765..352682
274,FIG|691.12.PEG.282,ALR14745.1,CP009977.1,PN96_01680,multidrug transporter,352898..354244
275,FIG|691.12.PEG.283,ALR14746.1,CP009977.1,PN96_01685,protease,complement(354299..355177)
276,FIG|691.12.PEG.284,ALR14747.1,CP009977.1,PN96_01690,protease,complement(355198..356211)
277,FIG|691.12.PEG.285,ALR14748.1,CP009977.1,PN96_01695,c-di-GMP phosphodiesterase,complement(356330..358369)
278,FIG|691.12.PEG.286,ALR17179.1,CP009977.1,PN96_01700,sterol-binding protein,358722..359249
279,FIG|691.12.PEG.287,ALR14749.1,CP009977.1,PN96_01705,acetyltransferase,359233..359736
280,FIG|691.12.PEG.288,ALR14750.1,CP009977.1,PN96_01710,DNA polymerase III subunit psi,359958..360356
281,FIG|691.12.PEG.289,ALR14751.1,CP009977.1,PN96_01715,alanine acetyltransferase,360429..360884
282,FIG|691.12.PEG.290,ALR14752.1,CP009977.1,PN96_01720,peptide chain release factor 3,361051..362640
283,FIG|691.12.PEG.291,ALR14753.1,CP009977.1,PN96_01725,hypothetical protein,362794..362976
284,FIG|691.12.PEG.292,ALR14754.1,CP009977.1,PN96_01730,deoxyribonuclease,362963..363736
285,FIG|691.12.PEG.293,ALR14755.1,CP009977.1,PN96_01735,nucleoside transporter NupC,363941..365224
286,FIG|691.12.PEG.294,ALR14756.1,CP009977.1,PN96_01740,deoxyribose-phosphate aldolase,365775..366551
287,FIG|691.12.PEG.295,ALR14757.1,CP009977.1,PN96_01745,thymidine phosphorylase,366804..368132
288,FIG|691.12.PEG.296,ALR14758.1,CP009977.1,PN96_01750,phosphopentomutase,368216..369436
289,FIG|691.12.PEG.297,ALR14759.1,CP009977.1,PN96_01755,purine nucleoside phosphorylase,369575..370294
290,FIG|691.12.PEG.298,ALR14760.1,CP009977.1,PN96_01760,SMP protein,complement(370378..370983)
291,FIG|691.12.PEG.299,ALR14761.1,CP009977.1,PN96_01765,phosphoserine phosphatase,371075..372055
292,FIG|691.12.PEG.300,ALR14762.1,CP009977.1,PN96_01770,pilus assembly protein PilZ,complement(372120..374468)
293,FIG|691.12.PEG.301,ALR14763.1,CP009977.1,PN96_01775,DNA repair protein RadA,374590..375969
294,FIG|691.12.PEG.302,ALR14764.1,CP009977.1,PN96_01780,elongation factor G,376175..378265
295,FIG|691.12.PEG.303,ALR14765.1,CP009977.1,PN96_01785,glycine cleavage system regulatory protein,complement(378358..379284)
296,FIG|691.12.PEG.304,ALR17180.1,CP009977.1,PN96_01795,AMP-dependent synthetase,complement(379647..381341)
297,FIG|691.12.PEG.305,ALR14767.1,CP009977.1,PN96_01800,AraC family transcriptional regulator,complement(381490..382218)
298,FIG|691.12.PEG.306,ALR14768.1,CP009977.1,PN96_01805,fimbrial protein,382621..382794
299,FIG|691.12.PEG.307,ALR14769.1,CP009977.1,PN96_01810,peptidase A24,382875..383363
300,FIG|691.12.PEG.308,ALR14770.1,CP009977.1,PN96_01815,ATPase AAA,383474..384781
301,FIG|691.12.PEG.309,ALR14771.1,CP009977.1,PN96_01820,pilus assembly protein CpaB,384797..385534
302,FIG|691.12.PEG.310,ALR14772.1,CP009977.1,PN96_01825,pilus assembly protein CpaC,385542..387014
303,FIG|691.12.PEG.311,ALR14773.1,CP009977.1,PN96_01830,hypothetical protein,387027..387248
304,FIG|691.12.PEG.312,ALR14774.1,CP009977.1,PN96_01835,hypothetical protein,387275..388615
305,FIG|691.12.PEG.313,ALR14775.1,CP009977.1,PN96_01840,pilus assembly protein TadE,388617..389087
306,FIG|691.12.PEG.314,ALR14776.1,CP009977.1,PN96_01845,pilus assembly protein TadE,389084..389599
307,FIG|691.12.PEG.315,ALR14777.1,CP009977.1,PN96_01850,type II secretion protein,389610..390833
308,FIG|691.12.PEG.316,ALR14778.1,CP009977.1,PN96_01855,pilus assembly protein CpaF,390846..392285
309,FIG|691.12.PEG.317,ALR14779.1,CP009977.1,PN96_01860,pilus assembly protein TadB,392294..393262
310,FIG|691.12.PEG.318,ALR14780.1,CP009977.1,PN96_01865,pilus assembly protein TadC,393265..394212
311,FIG|691.12.PEG.319,ALR14781.1,CP009977.1,PN96_01870,TPR repeat protein,394256..395272
312,FIG|691.12.PEG.320,ALR14782.1,CP009977.1,PN96_01875,bactoprenol glucosyl transferase,complement(395409..396350)
313,FIG|691.12.PEG.321,ALR14784.1,CP009977.1,PN96_01885,hypothetical protein,397171..398367
314,FIG|691.12.PEG.322,ALR14785.1,CP009977.1,PN96_01890,hypothetical protein,complement(398371..399099)
315,FIG|691.12.PEG.323,ALR14786.1,CP009977.1,PN96_01895,dolichol-P-glucose synthetase,complement(399300..400475)
316,FIG|691.12.PEG.324,ALR14787.1,CP009977.1,PN96_01900,hypothetical protein,complement(400486..402210)
317,FIG|691.12.PEG.325,ALR14788.1,CP009977.1,PN96_01905,chorismate-binding protein,complement(402567..403709)
318,FIG|691.12.PEG.326,ALR14789.1,CP009977.1,PN96_01910,LysR family transcriptional regulator,403824..404741
319,FIG|691.12.PEG.327,ALR17181.1,CP009977.1,PN96_01915,transcriptional regulator,complement(404748..405740)
320,FIG|691.12.PEG.330,ALR14790.1,CP009977.1,PN96_01920,transcriptional regulator,complement(406385..407383)
321,FIG|691.12.PEG.331,ALR14791.1,CP009977.1,PN96_01925,histidine kinase,407844..408440
322,FIG|691.12.PEG.332,ALR14792.1,CP009977.1,PN96_01930,hypothetical protein,complement(408473..409024)
323,FIG|691.12.PEG.333,ALR17182.1,CP009977.1,PN96_01935,short-chain dehydrogenase,409238..410422
324,FIG|691.12.PEG.334,ALR14793.1,CP009977.1,PN96_01940,magnesium transporter,complement(410479..411426)
325,FIG|691.12.PEG.335,ALR14794.1,CP009977.1,PN96_01945,glycerol-3-phosphate dehydrogenase,complement(411569..413128)
326,FIG|691.12.PEG.336,ALR14795.1,CP009977.1,PN96_01950,transcriptional regulator,complement(413304..414098)
327,FIG|691.12.PEG.337,ALR14796.1,CP009977.1,PN96_01955,glycerol kinase,complement(414278..415795)
328,FIG|691.12.PEG.338,ALR14797.1,CP009977.1,PN96_01960,glycerol uptake facilitator GlpF,complement(415855..416706)
329,FIG|691.12.PEG.340,ALR14798.1,CP009977.1,PN96_01965,sn-glycerol-3-phosphate transporter,417456..418820
330,FIG|691.12.PEG.341,ALR14799.1,CP009977.1,PN96_01970,glycerophosphodiester phosphodiesterase,418877..419932
331,FIG|691.12.PEG.342,ALR14800.1,CP009977.1,PN96_01975,"2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase",complement(420012..421043)
332,FIG|691.12.PEG.343,ALR14801.1,CP009977.1,PN96_01980,PKD domain-containing protein,complement(421506..423260)
333,FIG|691.12.PEG.344,ALR14802.1,CP009977.1,PN96_01985,multidrug DMT transporter permease,complement(423589..423885)
334,FIG|691.12.PEG.345,ALR14803.1,CP009977.1,PN96_01990,XRE family transcriptional regulator,complement(424014..424919)
335,FIG|691.12.PEG.346,ALR14804.1,CP009977.1,PN96_01995,C4-dicarboxylate ABC transporter,425029..426003
336,FIG|691.12.PEG.347,ALR14805.1,CP009977.1,PN96_02000,hydrolase,complement(426079..427902)
337,FIG|691.12.PEG.348,ALR14806.1,CP009977.1,PN96_02005,exonuclease V subunit gamma,428153..431644
338,FIG|691.12.PEG.349,ALR14807.1,CP009977.1,PN96_02010,exodeoxyribonuclease V subunit beta,431951..435634
339,FIG|691.12.PEG.350,ALR14808.1,CP009977.1,PN96_02015,exodeoxyribonuclease V subunit alpha,435634..437793
340,FIG|691.12.PEG.351,ALR14809.1,CP009977.1,PN96_02020,N-acetylglutamate synthase,complement(437833..439170)
341,FIG|691.12.PEG.352,ALR14810.1,CP009977.1,PN96_02025,N-acetylglutamate synthase,439327..439791
342,FIG|691.12.PEG.353,ALR14811.1,CP009977.1,PN96_02030,murein transglycosylase,440029..441132
343,FIG|691.12.PEG.354,ALR14812.1,CP009977.1,PN96_02035,sulfur acceptor protein CsdL,441235..442044
344,FIG|691.12.PEG.355,ALR14813.1,CP009977.1,PN96_02040,Fe-S metabolism protein SufE,442066..442494
345,FIG|691.12.PEG.356,ALR14814.1,CP009977.1,PN96_02045,diguanylate cyclase,442795..443712
346,FIG|691.12.PEG.357,ALR14815.1,CP009977.1,PN96_02050,cysteine sulfinate desulfinase,complement(443747..444958)
347,FIG|691.12.PEG.358,ALR14816.1,CP009977.1,PN96_02055,oxidative-stress-resistance chaperone,complement(444958..445557)
348,FIG|691.12.PEG.359,ALR14817.1,CP009977.1,PN96_02060,2-dehydropantoate 2-reductase,complement(445554..446444)
349,FIG|691.12.PEG.360,ALR14818.1,CP009977.1,PN96_02065,membrane protein,complement(446554..447372)
350,FIG|691.12.PEG.361,ALR14819.1,CP009977.1,PN96_02070,ATP-dependent protease,447696..448292
351,FIG|691.12.PEG.362,ALR14820.1,CP009977.1,PN96_02075,2-dehydropantoate 2-reductase,448289..449647
352,FIG|691.12.PEG.363,ALR14821.1,CP009977.1,PN96_02080,RNA polymerase sigma factor,449691..450275
353,FIG|691.12.PEG.364,ALR14822.1,CP009977.1,PN96_02085,transcriptional regulator,450272..450931
354,FIG|691.12.PEG.365,ALR14823.1,CP009977.1,PN96_02090,major facilitator transporter,complement(451005..452357)
355,FIG|691.12.PEG.366,ALR14824.1,CP009977.1,PN96_02095,peptidyl-prolyl cis-trans isomerase,complement(452426..452971)
356,FIG|691.12.PEG.367,ALR14825.1,CP009977.1,PN96_02100,lipoprotein,complement(452971..453540)
357,FIG|691.12.PEG.368,ALR14826.1,CP009977.1,PN96_02105,50S rRNA methyltransferase,complement(453583..454737)
358,FIG|691.12.PEG.369,ALR14827.1,CP009977.1,PN96_02110,transcriptional regulator BolA,455005..455313
359,FIG|691.12.PEG.370,ALR17183.1,CP009977.1,PN96_02115,NADH:ubiquinone oxidoreductase,455785..457125
360,FIG|691.12.PEG.371,ALR14828.1,CP009977.1,PN96_02120,Na(+)-translocating NADH-quinone reductase subunit B,457131..458375
361,FIG|691.12.PEG.372,ALR14829.1,CP009977.1,PN96_02125,Na(+)-translocating NADH-quinone reductase subunit C,458365..459135
362,FIG|691.12.PEG.373,ALR14830.1,CP009977.1,PN96_02130,Na(+)-translocating NADH-quinone reductase subunit D,459135..459767
363,FIG|691.12.PEG.374,ALR14831.1,CP009977.1,PN96_02135,Na(+)-translocating NADH-quinone reductase subunit E,459775..460371
364,FIG|691.12.PEG.375,ALR14832.1,CP009977.1,PN96_02140,Na(+)-translocating NADH-quinone reductase subunit F,460405..461628
365,FIG|691.12.PEG.376,ALR14833.1,CP009977.1,PN96_02145,thiamine biosynthesis lipoprotein,461772..462776
366,FIG|691.12.PEG.377,ALR14834.1,CP009977.1,PN96_02150,exported or periplasmic protein in ApbE locus,462799..463032
367,FIG|691.12.PEG.378,ALR14835.1,CP009977.1,PN96_02155,hypothetical protein,463149..463382
368,FIG|691.12.PEG.379,ALR14836.1,CP009977.1,PN96_02160,DNA polymerase IV,463515..464579
369,FIG|691.12.PEG.380,ALR14837.1,CP009977.1,PN96_02165,ATP-dependent DNA helicase RecQ,complement(464606..466531)
370,FIG|691.12.PEG.381,ALR14838.1,CP009977.1,PN96_02170,transcription elongation factor,466608..467087
371,FIG|691.12.PEG.382,ALR14839.1,CP009977.1,PN96_02175,chemotaxis protein,467149..467892
372,FIG|691.12.PEG.384,ALR14840.1,CP009977.1,PN96_02180,transporter,468166..469530
373,FIG|691.12.PEG.385,ALR14841.1,CP009977.1,PN96_02185,hypothetical protein,complement(469612..469803)
374,FIG|691.12.PEG.386,ALR14842.1,CP009977.1,PN96_02190,hypothetical protein,complement(469803..470009)
375,FIG|691.12.PEG.387,ALR14843.1,CP009977.1,PN96_02195,proline--tRNA ligase,complement(470206..471921)
376,FIG|691.12.PEG.388,ALR14844.1,CP009977.1,PN96_02200,tRNA (adenine(37)-N6)-methyltransferase,complement(472033..472743)
377,FIG|691.12.PEG.389,ALR14845.1,CP009977.1,PN96_02205,50S ribosomal protein L31,472880..473134
378,FIG|691.12.PEG.390,ALR14846.1,CP009977.1,PN96_02210,aminobenzoyl-glutamate transporter,473500..475086
379,FIG|691.12.PEG.391,ALR14847.1,CP009977.1,PN96_02215,hypothetical protein,complement(475157..475600)
380,FIG|691.12.PEG.392,ALR14848.1,CP009977.1,PN96_02220,hypothetical protein,complement(475597..475890)
381,FIG|691.12.PEG.394,ALR14849.1,CP009977.1,PN96_02225,acetyltransferase,476915..477421
382,FIG|691.12.PEG.395,ALR14850.1,CP009977.1,PN96_02230,hypothetical protein,complement(477694..478731)
383,FIG|691.12.PEG.397,ALR14851.1,CP009977.1,PN96_02235,hypothetical protein,478811..479125
384,FIG|691.12.PEG.398,ALR14852.1,CP009977.1,PN96_02240,pseudouridine synthase,479131..479907
385,FIG|691.12.PEG.399,ALR14853.1,CP009977.1,PN96_02245,hypothetical protein,complement(479991..480374)
386,FIG|691.12.PEG.400,ALR14854.1,CP009977.1,PN96_02250,protein-PII uridylyltransferase,complement(480516..483140)
387,FIG|691.12.PEG.401,ALR14855.1,CP009977.1,PN96_02255,methionine aminopeptidase,complement(483240..484118)
388,FIG|691.12.PEG.402,ALR14856.1,CP009977.1,PN96_02260,30S ribosomal protein S2,484514..485242
389,FIG|691.12.PEG.403,ALR14857.1,CP009977.1,PN96_02265,elongation factor Ts,485374..486219
390,FIG|691.12.PEG.404,ALR14858.1,CP009977.1,PN96_02270,uridylate kinase,486367..487098
391,FIG|691.12.PEG.405,ALR14859.1,CP009977.1,PN96_02275,ribosome recycling factor,487194..487751
392,FIG|691.12.PEG.406,ALR14860.1,CP009977.1,PN96_02280,UDP pyrophosphate synthase,487848..488603
393,FIG|691.12.PEG.407,ALR14861.1,CP009977.1,PN96_02285,CDP-diglyceride synthetase,488616..489458
394,FIG|691.12.PEG.408,ALR14862.1,CP009977.1,PN96_02290,1-deoxy-D-xylulose 5-phosphate reductoisomerase,489509..490714
395,FIG|691.12.PEG.409,ALR14863.1,CP009977.1,PN96_02295,zinc metallopeptidase RseP,490714..492072
396,FIG|691.12.PEG.410,ALR14864.1,CP009977.1,PN96_02300,outer membrane protein assembly protein YaeT,492116..494530
397,FIG|691.12.PEG.411,ALR17184.1,CP009977.1,PN96_02305,molecular chaperone,494544..495053
398,FIG|691.12.PEG.412,ALR14865.1,CP009977.1,PN96_02310,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,495060..496091
399,FIG|691.12.PEG.413,ALR14866.1,CP009977.1,PN96_02315,3-hydroxyacyl-ACP dehydratase,496345..496797
400,FIG|691.12.PEG.414,ALR14867.1,CP009977.1,PN96_02320,UDP-N-acetylglucosamine acyltransferase,496799..497587
401,FIG|691.12.PEG.415,ALR14868.1,CP009977.1,PN96_02325,lipid-A-disaccharide synthase,497700..498839
402,FIG|691.12.PEG.416,ALR14869.1,CP009977.1,PN96_02330,ribonuclease HII,498848..499501
403,FIG|691.12.PEG.417,ALR14870.1,CP009977.1,PN96_02335,DNA polymerase III subunit alpha,499581..503060
404,FIG|691.12.PEG.418,ALR14871.1,CP009977.1,PN96_02340,acetyl-CoA carboxylase subunit alpha,503108..504067
405,FIG|691.12.PEG.419,ALR14872.1,CP009977.1,PN96_02345,tRNA(Ile)-lysidine synthetase,504144..505460
406,FIG|691.12.PEG.420,ALR14873.1,CP009977.1,PN96_02350,cytochrome C biogenesis protein CcsB,505520..505831
407,FIG|691.12.PEG.421,ALR14874.1,CP009977.1,PN96_02355,nitrogen regulatory protein P-II 1,506007..506345
408,FIG|691.12.PEG.422,ALR14875.1,CP009977.1,PN96_02360,hypothetical protein,506452..507297
409,FIG|691.12.PEG.423,ALR14876.1,CP009977.1,PN96_02365,membrane protein,complement(507294..507980)
410,FIG|691.12.PEG.424,ALR14877.1,CP009977.1,PN96_02370,murein transglycosylase,complement(507977..509557)
411,FIG|691.12.PEG.425,ALR14878.1,CP009977.1,PN96_02375,hydroxyacylglutathione hydrolase,complement(509810..510568)
412,FIG|691.12.PEG.426,ALR14879.1,CP009977.1,PN96_02380,SAM-dependent methyltransferase,510606..511361
413,FIG|691.12.PEG.427,ALR14880.1,CP009977.1,PN96_02385,ribonuclease H,complement(511358..511822)
414,FIG|691.12.PEG.428,ALR14881.1,CP009977.1,PN96_02390,DNA polymerase III subunit epsilon,511882..512604
415,FIG|691.12.PEG.429,ALR14882.1,CP009977.1,PN96_02395,glutamate synthase,512613..513863
416,FIG|691.12.PEG.430,ALR14883.1,CP009977.1,PN96_02400,sulfate permease,complement(513955..515718)
417,FIG|691.12.PEG.431,ALR14884.1,CP009977.1,PN96_02405,acyl-CoA dehydrogenase,complement(515903..518347)
418,FIG|691.12.PEG.432,ALR14885.1,CP009977.1,PN96_02410,phosphoheptose isomerase,518704..519279
419,FIG|691.12.PEG.433,ALR14886.1,CP009977.1,PN96_02415,glutamine amidotransferase,519336..520181
420,FIG|691.12.PEG.434,ALR14887.1,CP009977.1,PN96_02420,phosphoribosylglycinamide formyltransferase,complement(520260..520907)
421,FIG|691.12.PEG.435,ALR14888.1,CP009977.1,PN96_02425,phosphoribosylaminoimidazole synthetase,complement(521083..522123)
422,FIG|691.12.PEG.436,ALR14889.1,CP009977.1,PN96_02430,uracil phosphoribosyltransferase,522304..522930
423,FIG|691.12.PEG.437,ALR14890.1,CP009977.1,PN96_02435,uracil transporter,complement(523026..524279)
424,FIG|691.12.PEG.438,ALR14891.1,CP009977.1,PN96_02440,hypothetical protein,524734..525933
425,FIG|691.12.PEG.439,ALR14892.1,CP009977.1,PN96_02445,membrane protein,complement(526003..526443)
426,FIG|691.12.PEG.440,ALR14893.1,CP009977.1,PN96_02450,Trp operon repressor,complement(526466..527035)
427,FIG|691.12.PEG.441,ALR14894.1,CP009977.1,PN96_02455,arsenate reductase,complement(527036..527386)
428,FIG|691.12.PEG.442,ALR14895.1,CP009977.1,PN96_02460,TPR repeat-containing protein,complement(527403..528854)
429,FIG|691.12.PEG.443,ALR14896.1,CP009977.1,PN96_02465,sirA-like family protein,529170..529406
430,FIG|691.12.PEG.444,ALR14897.1,CP009977.1,PN96_02470,permase,529407..530480
431,FIG|691.12.PEG.445,ALR14898.1,CP009977.1,PN96_02475,bacterioferritin comigratory protein,complement(530595..531065)
432,FIG|691.12.PEG.446,ALR14899.1,CP009977.1,PN96_02480,glycine cleavage system protein R,complement(531082..531624)
